Názov zastávky;Kód zastávky;Správca zastávky;Long;Lat
Abrahámovce,,rázc.;16549;Abrahámovce;20.4388;49.0445
Abrahámovce,,rázc.;16549;Abrahámovce;20.438995;49.044746
Abrahámovce,OcÚ;17165;Abrahámovce;20.44721;49.04185
Abrahámovce,rázc.;16549;Abrahámovce;20.43888;49.0447
Adidovce,,OcÚ;21286;Adidovce;22.036881;49.015314
Adidovce,,OcÚ;21286;Adidovce;22.036776;49.015153
Arnutovce,Jednota;18516;Arnutovce;20.47724;48.98531
Arnutovce,rázc.;18314;Arnutovce;20.4906;48.9746
Babie,,kostol ;16167;Babie;21.493;49.068802
Babie,,kostol ;16167;Babie;21.493;49.068802
Babie,,otoč.;16168;Babie;21.48753;49.072578
Babie,,otoč.;16168;Babie;21.48753;49.072578
Bajerovce,,cint.;16678;Bajerovce;20.79066;49.20982
Bajerovce,,cint.;16678;Bajerovce;20.79066;49.20982
Bajerovce,,OcÚ;16679;Bajerovce;20.794743;49.211746
Bajerovce,,OcÚ;16679;Bajerovce;20.794741;49.211868
Bajerovce,cint.;16678;Bajerovce;20.79142;49.209309
Bajerovce,cint.;16678;Bajerovce;20.79142;49.209309
Baldovce,OcÚ;18517;Baldovce;20.7136;48.99321
Baldovce,žriedla;18557;Baldovce;20.707293;48.99115
Balog n.Ipľom;5801;Balog n.Ipľom;19.129485;48.077312
Balog n.Ipľom;5801;Balog n.Ipľom;19.129485;48.077312
Bardejov, AS pred žel.st.;22364;Bardejov;21.282182888938;49.2966293311175
Bardejov, AS pred žel.st.;22364;Bardejov;21.2821786161956;49.2966664353815
Bardejov, B.N.VES-UL.BREZOVÁ;23560;Bardejov;21.31053;49.30323
Bardejov, Starý Blich;17223;Bardejov;21.27679;49.28711
Bardejov, Starý Blich;17223;Bardejov;21.27679;49.28711
Bardejov, UL.FUČÍKOVA;23227;Bardejov;21.270851;49.295804
Bardejov, UL.FUČÍKOVA;23227;Bardejov;21.270851;49.295804
Bardejov, VI.ZŠ;22072;Bardejov;21.257;49.29354
Bardejov, VI.ZŠ;22072;Bardejov;21.257;49.29354
Bardejov,,AS;7774;Bardejov;21.28285;49.29768
Bardejov,,OÚ;21436;Bardejov;21.2740707397461;49.2942886352539
Bardejov,,OÚ;21436;Bardejov;21.2740707397461;49.2942886352539
Bardejov,,STS;17252;Bardejov;21.2580299377441;49.2961196899414
Bardejov,,STS;17252;Bardejov;21.2580299377441;49.2961196899414
Bardejov,,športová hala;1482;Bardejov;21.270519;49.293831
Bardejov,,športová hala;1482;Bardejov;21.270519;49.293831
Bardejov,,V. ZŠ;17239;Bardejov;21.277291;49.301441
Bardejov,,V. ZŠ;17239;Bardejov;21.277353;49.301429
Bardejov,AS;7774;Bardejov;21.282174;49.297465
Bardejov,BARD.ZÁBAVA Č.D.23;17260;Bardejov;21.26399;49.273621
Bardejov,BARD.ZÁBAVA Č.D.23;17260;Bardejov;21.26399;49.273621
Bardejov,BARD.ZÁBAVA-MOST;22853;Bardejov;21.259781;49.271881
Bardejov,BARD.ZÁBAVA-MOST;22853;Bardejov;21.259781;49.271881
Bardejov,BARD.ZÁBAVA-NADJAZD;22854;Bardejov;21.2557251175434;49.2686502505286
Bardejov,BARD.ZÁBAVA-NADJAZD;22854;Bardejov;21.255199;49.268219
Bardejov,Bardejov.Kúpele,rázc.;17259;Bardejov;21.292351;49.319901
Bardejov,Bardejov.Kúpele,rázc.;17259;Bardejov;21.292351;49.319901
Bardejov,Bardejov.Zábava;16761;Bardejov;21.255199;49.268219
Bardejov,Bardejov.Zábava;16761;Bardejov;21.255199;49.268219
Bardejov,BARDEJOV-KIRA;22876;Bardejov;21.25289;49.28409
Bardejov,BARDEJOV-KIRA;22876;Bardejov;21.25289;49.28409
Bardejov,Dlhá Lúka,pošta;17304;Bardejov;21.29476;49.33364
Bardejov,Dlhá Lúka,pošta;17304;Bardejov;21.29476;49.33364
Bardejov,DLHÁ LÚKA-MINERÁLNA;22875;Bardejov;21.29477;49.33611
Bardejov,DLHÁ LÚKA-MINERÁLNA;22875;Bardejov;21.29554;49.33564
Bardejov,DLHÁ LÚKA-UL.DLHÁ;22872;Bardejov;21.295426;49.328449
Bardejov,DLHÁ LÚKA-UL.DLHÁ;22872;Bardejov;21.295596;49.327848
Bardejov,DLHÁ LÚKA-UL.KOSTOLNÁ;22873;Bardejov;21.294792;49.331007
Bardejov,DLHÁ LÚKA-UL.KOSTOLNÁ;22873;Bardejov;21.294936;49.330324
Bardejov,DLHÝ RAD-OKR.ÚRAD;22841;Bardejov;21.272964;49.29411
Bardejov,DLHÝ RAD-OKR.ÚRAD;22841;Bardejov;21.27416;49.294232
Bardejov,DLHÝ RAD-ŠPORT.HALA;22856;Bardejov;21.270519;49.293831
Bardejov,DUKLIANSKA-KRUH.OBJAZD;22839;Bardejov;21.291769;49.306809
Bardejov,DUKLIANSKA-KRUH.OBJAZD;22839;Bardejov;21.292284;49.307055
Bardejov,DUKLIANSKA-OC;22966;Bardejov;21.284191;49.302393
Bardejov,DUKLIANSKA-OC;22966;Bardejov;21.28598;49.30304
Bardejov,IV.ZŠ;17253;Bardejov;21.267509;49.295059
Bardejov,IV.ZŠ;17253;Bardejov;21.267612;49.295075
Bardejov,JAS;15558;Bardejov;21.29172;49.306873
Bardejov,JAS;15558;Bardejov;21.29224;49.30706
Bardejov,Jiráskova ZŠ;17229;Bardejov;21.271811;49.292
Bardejov,Jiráskova ZŠ;17229;Bardejov;21.271811;49.292
Bardejov,Komenského;17243;Bardejov;21.264759;49.287079
Bardejov,Komenského;17243;Bardejov;21.264759;49.287079
Bardejov,KOMENSKÉHO-1.ZŠ;22844;Bardejov;21.264582;49.28697
Bardejov,KOMENSKÉHO-1.ZŠ;22844;Bardejov;21.26518;49.28739
Bardejov,KOMENSKÉHO-SPŠ;22843;Bardejov;21.26773;49.29058
Bardejov,KOMENSKÉHO-SPŠ;22843;Bardejov;21.2696;49.29087
Bardejov,KRÁTKY RAD;23581;Bardejov;21.27883;49.292221
Bardejov,KRÁTKY RAD;23581;Bardejov;21.27884;49.29229
Bardejov,Ľ.ŠTÚRA-BERNOLÁKOVA;22882;Bardejov;21.276691;49.306022
Bardejov,Ľ.ŠTÚRA-BERNOLÁKOVA;22882;Bardejov;21.276726;49.305968
Bardejov,MESTSKÝ CINTORÍN;22850;Bardejov;21.2722689827473;49.2819288031049
Bardejov,MESTSKÝ CINTORÍN;22850;Bardejov;21.2727201526236;49.2817677882036
Bardejov,MIČKOVÁ-POŠTÁRKA;22851;Bardejov;21.271601;49.277582
Bardejov,MIČKOVÁ-POŠTÁRKA;22851;Bardejov;21.27166;49.277799
Bardejov,parkovisko BILLA;21728;Bardejov;21.280742;49.297153
Bardejov,parkovisko BILLA;21728;Bardejov;21.281481;49.296876
Bardejov,PARTIZÁNSKA-OKR.SÚD;22870;Bardejov;21.270121;49.2924
Bardejov,PARTIZÁNSKA-OKR.SÚD;22870;Bardejov;21.270455;49.292421
Bardejov,PARTIZÁNSKA-POLÍCIA;22871;Bardejov;21.265791;49.29232
Bardejov,PARTIZÁNSKA-POLÍCIA;22871;Bardejov;21.266;49.292336
Bardejov,PARTIZÁNSKA-TAČEVSKÁ;22896;Bardejov;21.261974;49.291894
Bardejov,PARTIZÁNSKA-TAČEVSKÁ;22896;Bardejov;21.262475;49.291984
Bardejov,píla Herstek;17241;Bardejov;21.247511;49.29966
Bardejov,píla Herstek;17241;Bardejov;21.247511;49.29966
Bardejov,POD VINBARGOM-5.ZŠ;22861;Bardejov;21.278848;49.301206
Bardejov,POD VINBARGOM-5.ZŠ;22861;Bardejov;21.280181;49.301187
Bardejov,POŠTÁRKA-OTOČIŠTE;22852;Bardejov;21.278351;49.274231
Bardejov,POŠTÁRKA-OTOČIŠTE;22852;Bardejov;21.278351;49.274231
Bardejov,PRIEMYSELNÁ-HUDOS;22865;Bardejov;21.30178;49.304432
Bardejov,PRIEMYSELNÁ-HUDOS;22865;Bardejov;21.302019;49.304272
Bardejov,PRIEMYSELNÁ-KAMAX;22866;Bardejov;21.305643;49.303579
Bardejov,PRIEMYSELNÁ-KAMAX;22866;Bardejov;21.30619;49.303391
Bardejov,PRIEMYSELNÁ-KRUH.OBJAZD;22864;Bardejov;21.292296;49.306265
Bardejov,PRIEMYSELNÁ-KRUH.OBJAZD;22864;Bardejov;21.2929;49.306161
Bardejov,SLOVENSKÁ-STANICA;22840;Bardejov;21.28096;49.29815
Bardejov,SLOVENSKÁ-STANICA;22840;Bardejov;21.28178;49.29662
Bardejov,STARÝ BLICH;23578;Bardejov;21.27679;49.28711
Bardejov,STARÝ BLICH;23578;Bardejov;21.27743;49.28818
Bardejov,športová hala;1482;Bardejov;21.2705756855399;49.2938112962872
Baškovce,č.d.1;15560;Baškovce;21.83772;49.027282
Baškovce,č.d.1;15560;Baškovce;21.837808;49.027999
Baškovce,č.d.82;15562;Baškovce;21.840602;49.035874
Baškovce,č.d.82;15562;Baškovce;21.840527;49.03612
Baškovce,OcÚ;21116;Baškovce;21.837416;49.03329
Baškovce,OcÚ;21116;Baškovce;21.837407;49.033184
Batizovce, č.d.172;17778;Batizovce;20.186572;49.072523
Batizovce,č.d.172;17778;Batizovce;20.182;49.07527
Batizovce,č.d.276;17776;Batizovce;20.19143;49.0674
Batizovce,rázc.Gerlachov;17777;Batizovce;20.1868;49.07235
Belá n.Cirochou,č.d.187;15563;Belá n.Cirochou;22.123596;48.968695
Belá n.Cirochou,č.d.187;15563;Belá n.Cirochou;22.123671;48.968721
Belá n.Cirochou,č.d.193;15565;Belá n.Cirochou;22.110679;48.972913
Belá n.Cirochou,č.d.193;15565;Belá n.Cirochou;22.110735;48.972824
Belá n.Cirochou,obch.dom;15566;Belá n.Cirochou;22.116269;48.970209
Belá n.Cirochou,obch.dom;15566;Belá n.Cirochou;22.116359;48.970218
Belá n.Cirochou,OcÚ;21287;Belá n.Cirochou;22.101461;48.975911
Belá n.Cirochou,OcÚ;21287;Belá n.Cirochou;22.102556;48.976587
Belá n.Cirochou,rázc.žel.st.;15564;Belá n.Cirochou;22.105425;48.978077
Belá n.Cirochou,rázc.žel.st.;15564;Belá n.Cirochou;22.10515;48.977616
Belá n.Cirochou,rázc.žel.st.;15564;Belá n.Cirochou;22.105215;48.97775
Belá n.Cirochou,veľkovýkrmňa;15567;Belá n.Cirochou;22.130317;48.965877
Belá n.Cirochou,veľkovýkrmňa;15567;Belá n.Cirochou;22.130151;48.966115
Belejovce;17888;Belejovce;21.544291;49.376119
Beniakovce,,OcÚ;17274;Beniakovce;21.317122;48.76971
Beniakovce,,OcÚ;17274;Beniakovce;21.317122;48.76971
Betlanovce,č.d.89;17807;Betlanovce;20.39295;48.97613
Betlanovce,pož.zbroj.;17718;Betlanovce;20.39041;48.98002
Bodružal;17869;Bodružal;21.70625;49.353179
Brekov,,Jednota;1345;Brekov;21.839527;48.902125
Brekov,,Jednota;1345;Brekov;21.839445;48.901862
Brekov,,kanál;15570;Brekov;21.842961;48.907767
Brekov,,kanál;15570;Brekov;21.842519;48.907178
Brestov,Jednota;15572;Brestov;21.88905;48.96387
Brestov,Jednota;15572;Brestov;21.88905;48.96387
Brestov,ŠM;15571;Brestov;21.89083;48.95811
Brestov,ŠM;15571;Brestov;21.890901;48.958089
Brestov,ŠM;15571;Brestov;21.89083;48.95811
Brestov,ŠM;15571;Brestov;21.890901;48.958089
Bretejovce;16804;Bretejovce;21.2958297729492;48.8284492492676
Bretejovce;16804;Bretejovce;21.2958297729492;48.8284492492676
Brezovec,OcÚ;15577;Brezovec;22.387131;48.93546
Brezovec,OcÚ;15577;Brezovec;22.386752;48.934387
Brezovica,,kaštieľ;16995;Brezovica;20.83882;49.144951
Brezovica,,kaštieľ;16995;Brezovica;20.83882;49.144951
Brezovica,,nám. ;16994;Brezovica;20.84771;49.14526
Brezovica,,nám. ;16994;Brezovica;20.84771;49.14526
Brezovica,,rázc.;16993;Brezovica;20.85605;49.144909
Brezovica,,rázc.;16993;Brezovica;20.85605;49.144909
Brezovička;17119;Brezovička;20.8529491424561;49.1289405822754
Brezovička;17119;Brezovička;20.8529491424561;49.1289405822754
Brezovička,,rázc.Vysoká ;21724;Brezovička;20.8575096130371;49.1282691955566
Brezovička,,rázc.Vysoká ;21724;Brezovička;20.8578701019287;49.128833770752
Brežany;20446;Brežany;21.11002;48.977558
Brežany;20446;Brežany;21.11002;48.977558
Brutovce,č.d.12;17171;Brutovce;20.77412;49.0868
Brutovce,Dolina;18559;Brutovce;20.8242374461884;49.0660506298216
Brutovce,hosp.dvor;18560;Brutovce;20.78756;49.08271
Brutovce,rázc.;18522;Brutovce;20.829;49.07703
Buglovce,č.d.7;18561;Buglovce;20.6942494175606;48.9857799503316
Buglovce,rázc.;18878;Buglovce;20.70505;48.99045
Bukovce,Jednota;15579;Bukovce;21.71742;49.26563
Bukovce,Jednota;15579;Bukovce;21.71742;49.26563
Bušince;5807;Bušince;19.501172;48.173236
Bušince;5807;Bušince;19.501172;48.173236
Bušince, zast.;5809;Bušince;19.497299;48.174564
Bušince, zast.;5809;Bušince;19.497299;48.174564
Bušovce,,čak.;20352;Bušovce;20.48412;49.21945
Bušovce,,čak.;20352;Bušovce;20.484247;49.219173
Bušovce,čak.;20352;Bušovce;20.484125;49.219548
Bušovce,čak.;20352;Bušovce;20.484125;49.219548
Bušovce,čak.;20352;Bušovce;20.484125;49.219548
Bystrany,,č.d.201;16930;Bystrany;20.76787;48.94678
Bystrany,,č.d.201;16930;Bystrany;20.76807;48.9466
Bystrany,,Jednota ;16929;Bystrany;20.75883;48.94931
Bystrany,,Jednota ;16929;Bystrany;20.75898;48.94931
Bystrany,č.d.201;16930;Bystrany;20.76787;48.94678
Bystrany,Jednota;16929;Bystrany;20.7589795348837;48.9493104651163
Bystré, rázc.Topoľová ul.;16185;Bystré;21.533117;49.018508
Bystré, rázc.Topoľová ul.;16185;Bystré;21.533117;49.018508
Bystré,,Cementáreň;16184;Bystré;21.541367;49.003757
Bystré,,Cementáreň;16184;Bystré;21.541367;49.003757
Bystré,,rázc. ;20487;Bystré;21.53257;49.01877
Bystré,,rázc. ;20487;Bystré;21.53257;49.01877
Bystré,,rázc.Topoľová ul. ;16185;Bystré;21.53273;49.01883
Bystré,,rázc.Topoľová ul. ;16185;Bystré;21.53273;49.01883
Bystré,rázc.k žel.st.;7849;Bystré;21.5441;49.00541
Bystré,rázc.k žel.st.;7849;Bystré;21.5441;49.00541
Čaklov,,rázc.Zámutov;16130;Čaklov;21.632825;48.904682
Čaklov,,rázc.Zámutov;16130;Čaklov;21.632825;48.904682
Čaklov,,SPTŠ;16129;Čaklov;21.60578;48.91957
Čaklov,,SPTŠ;16129;Čaklov;21.62455;48.90994
Čaklov,nám.;7874;Čaklov;21.63078;48.90742
Čaklov,nám.;7874;Čaklov;21.63078;48.90742
Čebovce, rázc.;5820;Čebovce;19.222821;48.186499
Čebovce, rázc.;5820;Čebovce;19.222821;48.186499
Čečejovce, Jednota;19500;Čečejovce;21.06517;48.5981
Čečejovce, Jednota;19500;Čečejovce;21.06517;48.5981
Čelovce;17045;Čelovce;21.40003;49.0789
Čelovce;17045;Čelovce;21.40003;49.0789
Černina,,č.d.3;16131;Černina;21.824084;49.049867
Černina,,č.d.3;16131;Černina;21.82408;49.049826
Černina,OcÚ;16132;Černina;21.822819;49.052714
Černina,OcÚ;16132;Černina;21.822863;49.052784
Čertovica,,motorest;6961;Čertovica;19.73647;48.905761
Čertovica,,motorest;6961;Čertovica;19.73647;48.905761
Červený Kláštor,,č.d.32;16583;Červený Kláštor;20.413452;49.395481
Červený Kláštor,,č.d.32;16583;Červený Kláštor;20.41171;49.39421
Červený Kláštor,,Jordanec;16687;Červený Kláštor;20.392788;49.388287
Červený Kláštor,,Jordanec;16687;Červený Kláštor;20.392788;49.388287
Červený Kláštor,,rázc.Lechnica;1334;Červený Kláštor;20.40459;49.39181
Červený Kláštor,,rázc.Lechnica;1334;Červený Kláštor;20.405769;49.391953
Červený Kláštor,,rešt.;1333;Červený Kláštor;20.4179821014404;49.3974990844727
Červený Kláštor,,rešt.;1333;Červený Kláštor;20.4179821014404;49.3974990844727
Červený Kláštor,č.d.32;16583;Červený Kláštor;20.411843;49.394349
Červený Kláštor,Červený Kláštor-kúpele;1235;Červený Kláštor;20.421894;49.38884
Červený Kláštor,Červený Kláštor-kúpele;1235;Červený Kláštor;20.421658;49.389056
Červený Kláštor,Červený Kláštor-kúpele;1235;Červený Kláštor;20.421894;49.38884
Červený Kláštor,Jordanec;16687;Červený Kláštor;20.3853440746307;49.3884981877536
Červený Kláštor,rázc.Lechnica;1334;Červený Kláštor;20.401896;49.391231
Červený Kláštor,rešt.;1333;Červený Kláštor;20.418027;49.397404
Čierne n.Topľou,č.d.164;16414;Čierne n.Topľou;21.568284;48.994162
Čierne n.Topľou,č.d.164;16414;Čierne n.Topľou;21.568284;48.994162
Čierne n.Topľou,Jednota;16136;Čierne n.Topľou;21.56791;48.99444
Čierne n.Topľou,Jednota;16136;Čierne n.Topľou;21.56791;48.99444
Čierne n.Topľou,rázc.žel.st.;16413;Čierne n.Topľou;21.570767;48.991762
Čierne n.Topľou,rázc.žel.st.;16413;Čierne n.Topľou;21.570767;48.991762
Čirč, rázc. št.hr.;21710;Čirč;20.92639;49.29532
Čirč, rázc. št.hr.;21710;Čirč;20.92432;49.29503
Čirč,,č.d.182;16652;Čirč;20.91855;49.287441
Čirč,,č.d.182 ;16652;Čirč;20.918552;49.287418
Čirč,,č.d.46;16653;Čirč;20.920246;49.283352
Čirč,,č.d.46;16653;Čirč;20.9202709197998;49.2833595275879
Čirč,,Jednota;16654;Čirč;20.923998;49.278973
Čirč,,Jednota;16654;Čirč;20.92438;49.27906
Čirč,,Polesie;16655;Čirč;20.930565;49.273132
Čirč,,Polesie ;16655;Čirč;20.93049;49.27318
Čirč,,rázc.;1478;Čirč;20.911278;49.289944
Čirč,,rázc.;1478;Čirč;20.911106;49.290043
Čirč,rázc.št.hr.;21710;Čirč;20.9273;49.29556
Čirč,rázc.št.hr.;21710;Čirč;20.9273;49.29556
Čukalovce,,č.d.20;16138;Čukalovce;22.167387;49.100343
Čukalovce,,č.d.20;16138;Čukalovce;22.167382;49.100297
Čukalovce,,rázc.;16137;Čukalovce;22.163392;49.087295
Čukalovce,,rázc.;16137;Čukalovce;22.163472;49.087117
Čukalovce,,ZŠ;16139;Čukalovce;22.170648;49.103547
Čukalovce,,ZŠ;16139;Čukalovce;22.170631;49.103451
Dedačov;15593;Dedačov;21.974467;49.03374
Dedačov;15593;Dedačov;21.974367;49.033716
Dedačov,,č.d.33;15592;Dedačov;21.967555;49.032869
Dedačov,,č.d.33;15592;Dedačov;21.96767;49.032846
Dedinky,Dobšinská Maša,kopec;17743;Dedinky;20.366305;48.851899
Demandice, nám.;7904;Demandice;18.781695;48.126667
Demandice, nám.;7904;Demandice;18.781695;48.126667
Demandice,,OcÚ;8967;Demandice;18.782247;48.126749
Demandice,,OcÚ;8967;Demandice;18.782247;48.126749
Dlhé n.Cirochou,č.d.107;15595;Dlhé n.Cirochou;22.076088;48.965827
Dlhé n.Cirochou,č.d.107;15595;Dlhé n.Cirochou;22.076168;48.965854
Dlhé n.Cirochou,č.d.307;15597;Dlhé n.Cirochou;22.052809;48.955521
Dlhé n.Cirochou,č.d.307;15597;Dlhé n.Cirochou;22.052512;48.955401
Dlhé n.Cirochou,č.d.469;15594;Dlhé n.Cirochou;22.044889;48.952668
Dlhé n.Cirochou,č.d.469;15594;Dlhé n.Cirochou;22.0444;48.952719
Dlhé n.Cirochou,Jednota;15596;Dlhé n.Cirochou;22.066128;48.962735
Dlhé n.Cirochou,Jednota;15596;Dlhé n.Cirochou;22.066029;48.962783
Dlhé Stráže,OcÚ;18564;Dlhé Stráže;20.5214379507882;49.0252814250059
Dlhé Stráže,rázc.;17696;Dlhé Stráže;20.5233047682626;49.0193574540212
Dobšiná,,Dobšinský kopec ;17744;Dobšiná;20.376592;48.848365
Dobšiná,,most;7920;Dobšiná;20.38374;48.81549
Dobšiná,,most;7920;Dobšiná;20.38374;48.81549
Dobšiná,,nám.;7921;Dobšiná;20.36678;48.82024
Dobšiná,,nám.;7921;Dobšiná;20.36678;48.82024
Dobšiná,,Tri ruže;7919;Dobšiná;20.37449;48.81969
Dobšiná,,Tri ruže;7919;Dobšiná;20.37449;48.81969
Dobšiná,eurobus;17745;Dobšiná;20.387436;48.811167
Dobšiná,nám.;7921;Dobšiná;20.368865;48.819975
Dobšiná,píla;7922;Dobšiná;20.38644;48.800265
Dobšiná,Tri ruže;7919;Dobšiná;20.37437;48.819893
Dobšiná,Vlčia dolina rázc.;8534;Dobšiná;20.37475;48.825473
Doľany,OcÚ;18565;Doľany;20.6534643606109;49.0116826120506
Doľany,rázc.;20649;Doľany;20.6315668062133;49.0102610978378
Doľany,Roškovce,ŠM;18525;Doľany;20.6463189557953;49.0169038654065
Dolinka;5840;Dolinka;19.158383;48.08916
Dolinka;5840;Dolinka;19.158383;48.08916
Dolná Strehová, Hámor;5845;Dolná Strehová;19.524547;48.21269
Dolná Strehová, Hámor;5845;Dolná Strehová;19.524547;48.21269
Dolné Plachtince;5855;Dolné Plachtince;19.308717;48.201945
Dolné Plachtince;5855;Dolné Plachtince;19.308717;48.201945
Domaňovce,č.d.170;18526;Domaňovce;20.66217;48.9585554545454
Domaňovce,kostol;18567;Domaňovce;20.661113;48.96349
Domaňovce,kostol;18567;Domaňovce;20.660947;48.963092
Domaša,,Valkov;7950;Domaša;21.66123;49.06647
Domaša,,Valkov;7950;Domaša;21.66123;49.06647
Drahovo;23322;Drahovo;23.55149;48.23565
Drahovo;23322;Drahovo;23.55149;48.23565
Dravce,Bukovinka,č.d.6;18568;Dravce;20.48914;49.04096
Dravce,Bukovinka,most;18527;Dravce;20.48803;49.03435
Dravce,hosp.dvor;17697;Dravce;20.49288;49.01931
Dravce,Jednota;17166;Dravce;20.48445;49.02008
Dravce,mlyn;17695;Dravce;20.53095;49.01975
Drienovec,,žel.st.;1843;Drienovec;20.95084;48.60734
Drienovec,,žel.st.;1843;Drienovec;20.950965;48.607109
Dubová(SK);17309;Dubová(SK);21.434352;49.362162
Dubová(SK),,č.d.100;17308;Dubová(SK);21.428437;49.3631
Dubovica,pož.zbroj.;17101;Dubovica;20.9541;49.137291
Dubovica,pož.zbroj.;17101;Dubovica;20.9541;49.137291
Dúbrava,č.d.16;18528;Dúbrava;20.84768;48.985474
Dúbrava,č.d.6;15600;Dúbrava;22.36199;48.883739
Dúbrava,č.d.6;15600;Dúbrava;22.362314;48.884026
Dúbrava,č.d.85;15601;Dúbrava;22.352065;48.876725
Dúbrava,č.d.85;15601;Dúbrava;22.351971;48.876716
Dúbrava,OcÚ;1146;Dúbrava;22.359391;48.875663
Dúbrava,OcÚ;1146;Dúbrava;22.359544;48.875751
Duplín;15599;Duplín;21.62419;49.23694
Duplín;15599;Duplín;21.62586;49.23499
Ďurďoš;16418;Ďurďoš;21.5218296051025;49.0501899719238
Ďurďoš;16418;Ďurďoš;21.5218296051025;49.0501899719238
Ďurďoš,,osada;16417;Ďurďoš;21.5197601318359;49.0560989379883
Ďurďoš,,osada;16417;Ďurďoš;21.5197601318359;49.0560989379883
Ďurková,,č.d.25;16659;Ďurková;20.87247;49.24098
Ďurková,,č.d.25;16659;Ďurková;20.87247;49.24098
Ďurková,č.d.70;16660;Ďurková;20.86524;49.237831
Ďurková,č.d.70;16660;Ďurková;20.86524;49.237831
Ďurkovce, rázc.;5865;Ďurkovce;19.185324;48.133881
Ďurkovce, rázc.;5865;Ďurkovce;19.185324;48.133881
Forbasy;16523;Forbasy;20.61477;49.29797
Forbasy;16523;Forbasy;20.614623;49.297875
Gánovce,Aerologické str.;17737;Gánovce;20.32391;49.03483
Gánovce,Filice;17739;Gánovce;20.32007;49.03053
Gánovce,kúpele;17738;Gánovce;20.32275;49.03169
Gánovce,rázc.;17707;Gánovce;20.32898;49.04038
Giraltovce,,AS;7999;Giraltovce;21.52046;49.116772
Gruzovce;15608;Gruzovce;21.866042;48.97412
Gruzovce;15608;Gruzovce;21.866115;48.974029
Gruzovce;15608;Gruzovce;21.86615;48.97408
Hajtovka;20483;Hajtovka;20.77316;49.29669
Hajtovka;20483;Hajtovka;20.77316;49.29669
Hajtovka,,rázc.;16616;Hajtovka;20.793938;49.292252
Hajtovka,,rázc.;16616;Hajtovka;20.79383;49.29227
Haligovce,,Máče;16578;Haligovce;20.4457263946533;49.3574829101563
Haligovce,,Máče;16578;Haligovce;20.4457263946533;49.3574829101563
Haligovce,,Motorest;16582;Haligovce;20.4405727386475;49.3793067932129
Haligovce,,Motorest;16582;Haligovce;20.4405727386475;49.3793067932129
Haligovce,,MŠ;16577;Haligovce;20.447119;49.363197
Haligovce,,MŠ;16577;Haligovce;20.44705;49.36297
Haligovce,,OcÚ;16576;Haligovce;20.446592;49.36668
Haligovce,,OcÚ;16576;Haligovce;20.44649;49.36649
Haligovce,,rázc.Veľká Lesná;1332;Haligovce;20.448532;49.376366
Haligovce,,rázc.Veľká Lesná;1332;Haligovce;20.448532;49.376366
Haligovce,,rázc.Veľká Lesná;1332;Haligovce;20.448532;49.376366
Haligovce,Máče;16578;Haligovce;20.445596479877;49.3574276835825
Haligovce,Motorest;16582;Haligovce;20.4408228858948;49.37941855833
Haligovce,MŠ;16577;Haligovce;20.4469697708926;49.3629689352712
Haligovce,OcÚ;16576;Haligovce;20.4464226002536;49.3664135601027
Hanušovce n.Topľou,nám.;8008;Hanušovce n.Topľou;21.5054;49.028111
Hanušovce n.Topľou,nám.;8008;Hanušovce n.Topľou;21.5054;49.028111
Hanušovce n.Topľou,rázc.Grodzin;17950;Hanušovce n.Topľou;21.51442;49.03424
Hanušovce n.Topľou,rázc.Grodzin;17950;Hanušovce n.Topľou;21.51442;49.03424
Hanušovce n.Topľou,rázc.žel.st.;15616;Hanušovce n.Topľou;21.528928;49.026235
Hanušovce n.Topľou,rázc.žel.st.;15616;Hanušovce n.Topľou;21.528928;49.026235
Hanušovce n.Topľou,sídl.;15615;Hanušovce n.Topľou;21.51277;49.030239
Hanušovce n.Topľou,sídl.;15615;Hanušovce n.Topľou;21.51277;49.030239
Hanušovce n.Topľou,STS;16223;Hanušovce n.Topľou;21.52301;49.02997
Hanušovce n.Topľou,STS;16223;Hanušovce n.Topľou;21.52301;49.02997
Harichovce,č.d.263;18577;Harichovce;20.5825;48.96948
Harichovce,ihrisko;18540;Harichovce;20.5828;48.95868
Harichovce,Jednota;18539;Harichovce;20.58252;48.9627
Havka;17803;Havka;20.405923;49.345207
Havranec;17830;Havranec;21.555813;49.410816
Hažín n.Cirochou,Jednota;15619;Hažín n.Cirochou;21.961116;48.930555
Hažín n.Cirochou,Jednota;15619;Hažín n.Cirochou;21.960294;48.931476
Hažín n.Cirochou,Jednota;15619;Hažín n.Cirochou;21.9606;48.93107
Hažín n.Cirochou,PD;15620;Hažín n.Cirochou;21.970194;48.930446
Hažín n.Cirochou,PD;15620;Hažín n.Cirochou;21.969886;48.930543
Henckovce;8012;Henckovce;20.433338;48.713558
Henckovce;8012;Henckovce;20.43348;48.71352
Hencovce,Bukóza;15622;Hencovce;21.72481;48.85767
Hencovce,Bukóza;15622;Hencovce;21.73016;48.85641
Hincovce,,rázc. ;16928;Hincovce;20.73506;48.94759
Hincovce,,rázc. ;16928;Hincovce;20.73519;48.94755
Hincovce,rázc.;16928;Hincovce;20.73506;48.9475936363636
Hliník nad Hronom;5188;Hliník nad Hronom;18.788705;48.53922
Hliník nad Hronom;5188;Hliník nad Hronom;18.788705;48.53922
Hlinné ;15623;Hlinné ;21.5813;48.95266
Hlinné ;15623;Hlinné ;21.58286;48.95176
