Názov zastávky;Kód zastávky;Správca zastávky;Long;Lat
Strážske,Paneláreň;15987;Strážske;21.841022;48.87309
Strážske,rázc.Krivošťany;1344;Strážske;21.853729;48.878022
Strihovce,,č.d.18;15967;Strihovce;22.283745;48.896397
Strihovce,,č.d.18;15967;Strihovce;22.283422;48.896399
Strihovce,,č.d.5;15966;Strihovce;22.290516;48.894138
Strihovce,,č.d.5;15966;Strihovce;22.29016;48.894198
Strihovce,OcÚ;15969;Strihovce;22.276775;48.897097
Strihovce,OcÚ;15969;Strihovce;22.275568;48.896963
Stročín;873;Stročín;21.59631;49.26543
Stročín;873;Stročín;21.5964;49.26528
Stročín,,ČOV;15978;Stročín;21.606474;49.251538
Stročín,,ČOV;15978;Stročín;21.60699;49.251119
Stročín,,skleník;15977;Stročín;21.596041;49.270918
Stročín,,skleník;15977;Stročín;21.596195;49.27012
Stročín,ČOV;15978;Stročín;21.5955;49.275872
Stročín,ČOV;15978;Stročín;21.5955;49.275872
Stročín,ČOV;15978;Stročín;21.5955;49.275872
Stropkov,,AS;8709;Stropkov;21.654439;49.197544
Svidník,,AS;8717;Svidník;21.57452;49.3027
Šarišské Dravce,,kaštieľ;17133;Šarišské Dravce;20.8604202270508;49.175220489502
Šarišské Dravce,,kaštieľ;17133;Šarišské Dravce;20.8604202270508;49.175220489502
Šarišské Dravce,,rázc. Poloma ;17132;Šarišské Dravce;20.8554801940918;49.1766510009766
Šarišské Dravce,,rázc. Poloma ;17132;Šarišské Dravce;20.8554801940918;49.1766510009766
Šarišské Dravce,,stred;17134;Šarišské Dravce;20.8658695220947;49.1756706237792
Šarišské Dravce,,stred;17134;Šarišské Dravce;20.8658695220947;49.1756706237792
Šarišské Dravce,,ZŠ;17135;Šarišské Dravce;20.8703002929688;49.173469543457
Šarišské Dravce,,ZŠ;17135;Šarišské Dravce;20.8703002929688;49.173469543457
Šarišské Jastrabie,,stred;16663;Šarišské Jastrabie;20.909519;49.24213
Šarišské Jastrabie,,stred;16663;Šarišské Jastrabie;20.909519;49.24213
Šarišské Jastrabie,dol.koniec;20485;Šarišské Jastrabie;20.90366;49.2458
Šarišské Jastrabie,dol.koniec;20485;Šarišské Jastrabie;20.90366;49.2458
Šarišské Jastrabie,hor.koniec;16664;Šarišské Jastrabie;20.913879;49.24099
Šarišské Jastrabie,hor.koniec;16664;Šarišské Jastrabie;20.913879;49.24099
Šarišské Michaľany,,sídlisko;1495;Šarišské Michaľany;21.13973;49.067822
Šmigovec,,č.d.45;21120;Šmigovec;22.310766;48.895204
Šmigovec,,č.d.45;21120;Šmigovec;22.310189;48.895333
Šmigovec,,rázc.Hrabová Roztoka;16147;Šmigovec;22.317639;48.891885
Šmigovec,,rázc.Hrabová Roztoka;16147;Šmigovec;22.317678;48.891877
Štefurov,č.d.12;17548;Štefurov;21.502831;49.180771
Štôla,horáreň;17774;Štôla;20.14174;49.10107
Štôla,LÚ;8685;Štôla;20.14128;49.093
Štrba,cintorín;8676;Štrba;20.08087;49.05803
Štrba,č.d.680;17687;Štrba;20.0911;49.052423
Štrba,kult.dom;8700;Štrba;20.07848;49.05371
Štrba,mlyn;17682;Štrba;20.101925;49.05171
Štrba,salaš Starý mlyn;17762;Štrba;20.07403;49.07192
Štrba,Štrbské Pleso,cen.park.;8702;Štrba;20.06402;49.11903
Štrba,Štrbské Pleso,FIS;21809;Štrba;20.0613;49.12763
Štrba,Štrbské Pleso,ÚNZ;8701;Štrba;20.06772;49.11692
Štrba,Tatr.Štrba,rázc.;16559;Štrba;20.07015;49.08337
Štrba,Tatr.Štrba,rázc.;16559;Štrba;20.071455;49.083008
Štrba,Tatr.Štrba,sídl.;17764;Štrba;20.07212;49.0897
Štrba,ZŠ;17688;Štrba;20.08012;49.0507
Štútovo,,rieka;1007000894;Štútovo;18.679819;47.799146
Štútovo,,rieka;1007000894;Štútovo;18.679819;47.799146
Šuňava,Hŕbky;17683;Šuňava;20.10203;49.0303
Šuňava,obch.centrum;17686;Šuňava;20.08057;49.03086
Šuňava,OcÚ;17685;Šuňava;20.08742;49.03015
Šuňava,pož.zbroj.;17684;Šuňava;20.09788;49.02854
Šuňava,Štrbská ul.;17755;Šuňava;20.07618;49.03257
Šuňava,Tepličská ul.;17756;Šuňava;20.07255;49.03218
Švábovce, č.d.113;18303;Švábovce;20.355322;49.027291
Švábovce,č.d.113;18303;Švábovce;20.35514;49.02741
Švábovce,závod;17731;Švábovce;20.35227;49.02322
Švábovce,ZŠ;17690;Švábovce;20.3555;49.02471
Tatr.Javorina,Hájenka;18410;Tatr.Javorina;20.14845;49.27044
Tatr.Javorina,Lysá Poľana;18413;Tatr.Javorina;20.11642;49.26321
Tatr.Javorina,Podspády;18409;Tatr.Javorina;20.17396;49.2801
Tatr.Javorina,pošta;18411;Tatr.Javorina;20.14154;49.26597
Tatr.Javorina,Za buky;18412;Tatr.Javorina;20.13798;49.27025
TESLA;22773;TESLA;20.664022;49.304703
TESLA;22773;TESLA;20.664022;49.304703
Tibava,Pri parku;859;Tibava;22.20773;48.7386
Tibava,Pri parku;859;Tibava;22.20773;48.7386
Tichý Potok,,Javorina ;16997;Tichý Potok;20.77984;49.149521
Tichý Potok,,Javorina ;16997;Tichý Potok;20.78075;49.14922
Tichý Potok,OcÚ;16996;Tichý Potok;20.789869;49.14711
Tichý Potok,OcÚ;16996;Tichý Potok;20.789869;49.14711
Topoľa,,č.d.4;16009;Topoľa;22.355332;49.037795
Topoľa,,č.d.4;16009;Topoľa;22.35535;49.037859
Topoľa,,rázc.;16008;Topoľa;22.352859;49.02631
Topoľa,,rázc.;16008;Topoľa;22.352848;49.026327
Topoľa,,ZŠ;16011;Topoľa;22.355296;49.04873
Topoľa,,ZŠ;16011;Topoľa;22.355265;49.048761
Topoľa,OcÚ;16010;Topoľa;22.355705;49.043885
Topoľa,OcÚ;16010;Topoľa;22.355699;49.044062
Topoľovka,,č.d.143;16015;Topoľovka;21.809628;48.918822
Topoľovka,,č.d.143;16015;Topoľovka;21.809768;48.91824
Topoľovka,,č.d.25;16012;Topoľovka;21.809535;48.924333
Topoľovka,,č.d.25;16012;Topoľovka;21.8071;48.925398
Topoľovka,,Potraviny;16013;Topoľovka;21.800694;48.929831
Topoľovka,,Potraviny;16013;Topoľovka;21.800731;48.929833
Topoľovka,,ZŠ;406;Topoľovka;21.812973;48.923278
Topoľovka,,ZŠ;406;Topoľovka;21.812973;48.923278
Topoľovka,hosp.dvor č.48;16014;Topoľovka;21.79357;48.932735
Topoľovka,hosp.dvor č.48;16014;Topoľovka;21.793017;48.932949
Toporec,,č.d.116;16539;Toporec;20.486046;49.270584
Toporec,,č.d.116;16539;Toporec;20.48563;49.2711
Toporec,,OcÚ;16538;Toporec;20.491;49.26616
Toporec,,OcÚ;16538;Toporec;20.49176;49.26451
Toporec,,ZŠ;16537;Toporec;20.4928703308105;49.259334564209
Toporec,,ZŠ;16537;Toporec;20.4928703308105;49.259334564209
Toporec,,žel.zast.;1499;Toporec;20.5084;49.24632
Toporec,,žel.zast.;1499;Toporec;20.50856;49.24642
Toporec,č.d.116;16539;Toporec;20.486101856333;49.2705693416641
Toporec,OcÚ;16538;Toporec;20.4918954278052;49.2645065933084
Toporec,ZŠ;16537;Toporec;20.4930541420996;49.2593183615104
Toporec,žel.zast.;1499;Toporec;20.5083641911566;49.2467271050328
Torysa,,nám.;16992;Torysa;20.879709;49.161049
Torysa,,nám.;16992;Torysa;20.879709;49.161049
Torysa,,rázc.Oľšov;16991;Torysa;20.88916;49.165516
Torysa,,rázc.Oľšov;16991;Torysa;20.889521;49.165531
Torysa,nám.;16992;Torysa;20.8797092437744;49.1610488891602
Torysky,č.d.129;18786;Torysky;20.68598;49.08789
Torysky,Jednota;18785;Torysky;20.68003;49.09384
Torysky,MŠ;18819;Torysky;20.67605;49.09676
Tovarné,,Jednota;845;Tovarné;21.75736;48.912292
Tovarné,,Jednota;845;Tovarné;21.75736;48.912292
Tovarné,križ.;16018;Tovarné;21.740802;48.91426
Tovarné,križ.;16018;Tovarné;21.740802;48.91426
Trebišov,,AS;8764;Trebišov;21.712956;48.633029
Trebišov,,AS;8764;Trebišov;21.712956;48.633029
Trebišov,,Milhostov;8177;Trebišov;21.711679;48.664777
Trebišov,,Milhostov;8177;Trebišov;21.711679;48.664777
Trebišov,Deva;1373;Trebišov;21.716141;48.647831
Trebišov,Deva;1373;Trebišov;21.716141;48.647831
Tulčík,,kostol;9647;Tulčík;21.3125095367432;49.0895881652832
Tulčík,,kostol;9647;Tulčík;21.3125095367432;49.0895881652832
Turany,,nadjazd;2194;Turany;19.044508;49.122922
Turany,,nadjazd;2194;Turany;19.044508;49.122922
Turcovce,,č.d.20;16021;Turcovce;21.846403;49.0528
Turcovce,,č.d.20;16021;Turcovce;21.846474;49.052924
Turcovce,,č.d.40;16022;Turcovce;21.850112;49.055762
Turcovce,,č.d.40;16022;Turcovce;21.851078;49.055989
Turcovce,,polesie;16023;Turcovce;21.859809;49.057826
Turcovce,,polesie;16023;Turcovce;21.860532;49.05824
Turcovce,,ZŠ;16020;Turcovce;21.844601;49.049087
Turcovce,,ZŠ;16020;Turcovce;21.844627;49.049163
Turč.Teplice,Dom služ.;2226;Turč.Teplice;18.866152;48.86523
Turč.Teplice,Dom služ.;2226;Turč.Teplice;18.866152;48.86523
Tvarožná,mlyn;17554;Tvarožná;20.45762;49.08915
Tvarožná,OcÚ;17555;Tvarožná;20.47689;49.0859
Tvarožná,PD;17556;Tvarožná;20.48291;49.08224
Tvarožná,rázc.;17553;Tvarožná;20.43925;49.10134
Tvrdošín,Medvedzie,SPŠE;8811;Tvrdošín;19.551063;49.331046
Tvrdošín,Medvedzie,SPŠE;8811;Tvrdošín;19.551063;49.331046
Ubľa,,most;1129;Ubľa;22.387089;48.898274
Ubľa,,most;1129;Ubľa;22.388;48.89884
Ubľa,,most;1129;Ubľa;22.387089;48.898274
Ubľa,,most;1129;Ubľa;22.388;48.89884
Ubľa,,rázc.Brezovec;16024;Ubľa;22.383932;48.903055
Ubľa,,rázc.Brezovec;16024;Ubľa;22.383965;48.903078
Ubľa,Malá,č.272;16026;Ubľa;22.40683;48.89396
Ubľa,Malá,č.272;16026;Ubľa;22.397184;48.898417
Ubľa,Malá,otoč.;16025;Ubľa;22.40992;48.8928
Ubľa,Malá,otoč.;16025;Ubľa;22.409629;48.892971
Ubľa,reštaurácia;16027;Ubľa;22.391767;48.899261
Ubľa,reštaurácia;16027;Ubľa;22.391561;48.899121
Udavské,,č.d.244;16033;Udavské;21.970883;48.973743
Udavské,,č.d.244;16033;Udavské;21.971044;48.973822
Udavské,,Jednota;16032;Udavské;21.96553;48.97394
Udavské,,Jednota;16032;Udavské;21.965463;48.974003
Udavské,,píla;16029;Udavské;21.940864;48.975879
Udavské,,píla;16029;Udavské;21.940881;48.976703
Udavské,,rázc.Veľopolie;16034;Udavské;21.955887;48.972295
Udavské,,rázc.Veľopolie;16034;Udavské;21.95598;48.97251
Udavské,,ZŠ;16031;Udavské;21.95874;48.972833
Udavské,,ZŠ;16031;Udavské;21.956043;48.972718
Udavské,,žel.st.;16030;Udavské;21.946645;48.965196
Udavské,,žel.st.;16030;Udavské;21.946567;48.964873
Údol,,č.d.98;16681;Údol;20.8054161071777;49.2904052734375
Údol,,č.d.98;16681;Údol;20.8054161071777;49.2904052734375
Údol,,OcÚ;16682;Údol;20.812262;49.293262
Údol,,OcÚ;16682;Údol;20.812262;49.293262
Údol,,rázc.;16617;Údol;20.79763;49.29325
Údol,,rázc.;16617;Údol;20.7977;49.29314
Uherské Hradiště,aut.nádr.;8815;Uherské Hradiště;17.4652;49.050647
Uherské Hradiště,aut.nádr.;8815;Uherské Hradiště;17.4652;49.050647
Uhorská Ves, rázc.;1135;Uhorská Ves;19.685825;49.063931
Uhorská Ves, rázc.;1135;Uhorská Ves;19.685825;49.063931
Uhorská Ves,rázc.;1135;Uhorská Ves;19.68585;49.063869
ul.Mýtna č.d.17;22776;ul.Mýtna č.d.17;20.689518;49.30792
ul.Mýtna č.d.17;22776;ul.Mýtna č.d.17;20.689518;49.30792
ul.Zámocká č.d.65;22771;ul.Zámocká č.d.65;20.68849;49.31787
ul.Zámocká č.d.65;22771;ul.Zámocká č.d.65;20.68849;49.31787
Ulič,,č.d.219;16038;Ulič;22.427205;48.963589
Ulič,,č.d.219;16038;Ulič;22.427215;48.963596
Ulič,,horáreň;16035;Ulič;22.404826;48.977276
Ulič,,horáreň;16035;Ulič;22.405254;48.977023
Ulič,,rešt.;21296;Ulič;22.423912;48.963336
Ulič,,rešt.;21296;Ulič;22.423911;48.963413
Ulič,zdrav.str.;16036;Ulič;22.420414;48.965082
Ulič,zdrav.str.;16036;Ulič;22.420048;48.965315
Uličské Krivé,,č.d.112;16040;Uličské Krivé;22.441274;48.995618
Uličské Krivé,,č.d.112;16040;Uličské Krivé;22.441161;48.995486
Uličské Krivé,,č.d.8;21813;Uličské Krivé;22.435517;48.989327
Uličské Krivé,,č.d.8;21813;Uličské Krivé;0,000000;0,000000
Uličské Krivé,,Jednota;16039;Uličské Krivé;22.437528;48.990629
Uličské Krivé,,Jednota;16039;Uličské Krivé;22.437406;48.990601
Uloža,č.d.29;18788;Uloža;20.6463;49.04321
Uloža,hosp.dvor;18822;Uloža;20.653738;49.045326
Uloža,kopec;18789;Uloža;20.66437;49.05486
Uloža,rázc.;18823;Uloža;20.619154;49.025347
Vagrinec,,PD;17847;Vagrinec;21.634706;49.311499
Vajkovce,,kostol;20225;Vajkovce;21.320927;48.783926
Vajkovce,,kostol;20225;Vajkovce;21.320927;48.783926
Vajkovce,,rázc.Beniakovce;20227;Vajkovce;21.30981;48.784196
Vajkovce,,rázc.Beniakovce;20227;Vajkovce;21.30981;48.784196
Vajkovce,,rázc.Chrastné;20228;Vajkovce;21.325831;48.781853
Vajkovce,,rázc.Chrastné;20228;Vajkovce;21.325831;48.781853
Važec,,žel.nadjazd;1272;Važec;19.989585;49.07015
Važec,,žel.nadjazd;1272;Važec;19.989585;49.07015
Važec,Jednota;1270;Važec;19.9802496813377;49.0588400767011
Važec,žel.nadjazd;1272;Važec;19.9765160463889;49.061483448334
Veľká Čalomija, rázc.;6003;Veľká Čalomija;19.202208;48.075009
Veľká Čalomija, rázc.;6003;Veľká Čalomija;19.202208;48.075009
Veľká Franková,,č.d.77;17629;Veľká Franková;20.3004637031542;49.3350446946792
Veľká Franková,kopec ;17635;Veľká Franková;20.314566;49.331097
Veľká Franková,píla;17627;Veľká Franková;20.287873125443;49.3413276513627
Veľká Franková,rázc.;17628;Veľká Franková;20.2933059692157;49.3385637096367
Veľká Lesná,,č.d.2;16580;Veľká Lesná;20.437586;49.334724
Veľká Lesná,,č.d.2;16580;Veľká Lesná;20.437586;49.334724
Veľká Lesná,,OcÚ;16581;Veľká Lesná;20.436895;49.330688
Veľká Lesná,,OcÚ;16581;Veľká Lesná;20.436895;49.330688
Veľká Lesná,,píla;16579;Veľká Lesná;20.441557;49.348572
Veľká Lesná,,píla;16579;Veľká Lesná;20.441557;49.348572
Veľká Lesná,č.d.2;16580;Veľká Lesná;20.4374103779636;49.3339910001528
Veľká Lesná,OcÚ;16581;Veľká Lesná;20.4368202919803;49.3306070316411
Veľká Lesná,píla;16579;Veľká Lesná;20.4416804547153;49.3495584527069
Veľká Lomnica,,rázc.Stará Lesná;18452;Veľká Lomnica;20.35281;49.11916
Veľká Lomnica,,Studený Potok;9642;Veľká Lomnica;20.357191;49.110062
Veľká Lomnica,,Studený Potok;9642;Veľká Lomnica;20.3577;49.11021
Veľká Lomnica,,Studený Potok;9642;Veľká Lomnica;20.35768;49.11024
Veľká Lomnica,,Studený Potok;9642;Veľká Lomnica;20.354094;49.108452
Veľká Lomnica,Tatran;18339;Veľká Lomnica;20.35789;49.11301
Veľká n.Ipľom, OcÚ;1821;Veľká n.Ipľom;19.619233;48.263166
Veľká n.Ipľom, OcÚ;1821;Veľká n.Ipľom;19.619233;48.263166
Veľká Ves nad Ipľom;6005;Veľká Ves nad Ipľom;19.080245;48.076719
Veľká Ves nad Ipľom;6005;Veľká Ves nad Ipľom;19.080245;48.076719
Veľké Revištia,,rázc.;858;Veľké Revištia;22.12245;48.76073
Veľké Revištia,,rázc.;858;Veľké Revištia;22.12245;48.76073
Veľké Straciny;6006;Veľké Straciny;19.39526;48.1965
Veľké Straciny;6006;Veľké Straciny;19.39526;48.1965
Veľké Zlievce, KS III.;6010;Veľké Zlievce;19.454761;48.199668
Veľké Zlievce, KS III.;6010;Veľké Zlievce;19.454761;48.199668
Veľké Zlievce, rázc.;6015;Veľké Zlievce;19.478047;48.177183
Veľké Zlievce, rázc.;6015;Veľké Zlievce;19.478047;48.177183
Veľký Folkmar,Jednota;1425;Veľký Folkmar;21.0144938636364;48.8560997727273
Veľký Folkmar,Miklipark;1424;Veľký Folkmar;21.042434;48.838432
Veľký Krtíš, Stred;6028;Veľký Krtíš;19.345588;48.212263
Veľký Krtíš,,AS;6023;Veľký Krtíš;19.351275;48.205293
Veľký Krtíš,,AS;6023;Veľký Krtíš;19.351275;48.205293
Veľký Lipník, rázc.Lesnica;16572;Veľký Lipník;20.507462;49.373573
Veľký Lipník, rázc.Lesnica;16572;Veľký Lipník;20.507858;49.373768
Veľký Lipník, ZŠ;16574;Veľký Lipník;20.487612;49.376404
Veľký Lipník, ZŠ;16574;Veľký Lipník;20.487612;49.376404
Veľký Lipník,,OcÚ;1331;Veľký Lipník;20.496687;49.375195
Veľký Lipník,,OcÚ;1331;Veľký Lipník;20.4966869354248;49.3751945495605
Veľký Lipník,,rázc.Lesnica;16572;Veľký Lipník;20.507462;49.373573
Veľký Lipník,,rázc.Lesnica;16572;Veľký Lipník;20.507462;49.373573
Veľký Lipník,,ZŠ;16574;Veľký Lipník;20.48753;49.37646
Veľký Lipník,ZŠ;16574;Veľký Lipník;20.4874504074096;49.3764847810007
Veľký Slavkov,kostol;17784;Veľký Slavkov;20.283281;49.093256
Veľopolie,,Jednota;16045;Veľopolie;21.954835;48.993899
Veľopolie,,Jednota;16045;Veľopolie;21.955808;48.993997
Veľopolie,,most;16044;Veľopolie;21.952138;48.990702
Veľopolie,,most;16044;Veľopolie;21.951898;48.990882
Veľopolie,,Motorest;21119;Veľopolie;21.946547;48.992812
Veľopolie,,Motorest;21119;Veľopolie;21.945661;48.993118
Vernár,čakáreň;8877;Vernár;20.2713;48.91831
Vernár,píla;8849;Vernár;20.27605;48.92511
Vernár,rázc.žel.st.;8878;Vernár;20.240598;48.88556
Vikartovce;17672;Vikartovce;20.15217;48.99366
Vinica;6034;Vinica;19.123923;48.116004
Vislanka,,kult.dom;16661;Vislanka;20.861488;49.235634
Vislanka,,kult.dom;16661;Vislanka;20.86138;49.23515
Vislanka,,rázc.;1194;Vislanka;20.883013;49.246304
Vislanka,,rázc.;1194;Vislanka;20.883055;49.246376
Vislanka,,rázc.;1194;Vislanka;20.88095;49.24677
Vislanka,,rázc.;1194;Vislanka;20.882403;49.246684
Víťaz, remeselný dom;22833;Víťaz;20.95179;48.97258
Víťaz, remeselný dom;22833;Víťaz;20.95179;48.97258
Víťazovce,,č.d.90;16084;Víťazovce;21.811762;49.005498
Víťazovce,,č.d.90;16084;Víťazovce;21.811663;49.005518
Víťazovce,,kostol;19524;Víťazovce;21.801045;49.013505
Víťazovce,,kostol;19524;Víťazovce;21.800827;49.014376
Víťazovce,,ŠM;16082;Víťazovce;21.801655;49.010228
Víťazovce,,ŠM;16082;Víťazovce;21.801602;49.010283
Víťazovce,,ŠM;16082;Víťazovce;21.80158;49.0103
Vlača;16370;Vlača;21.5118007659912;49.0486106872559
Vlača;16370;Vlača;21.5118007659912;49.0486106872559
Vlača,,rázc.;16371;Vlača;21.5188999176025;49.0468215942383
Vlača,,rázc.;16371;Vlača;21.5188999176025;49.0468215942383
Vlachovo,,kult.dom;8884;Vlachovo;20.41211;48.77293
Vlachovo,,kult.dom;8884;Vlachovo;20.41211;48.77293
Vlachovo,kult.dom;19462;Vlachovo;20.412239;48.772193
Vlachovo,osada;18342;Vlachovo;20.389613;48.797948
Vlachovo,píla;7922;Vlachovo;20.38658;48.80024
Vlachovo,píla;7922;Vlachovo;20.38658;48.80024
Vlková,,OcÚ;16548;Vlková;20.431625;49.058044
Vlková,OcÚ;16548;Vlková;20.43133;49.05836
Vlková,rázc.Ľahkovce;17509;Vlková;20.43342;49.06723
Vlková,ŠM;17563;Vlková;20.4361167917557;49.0522990906213
Vlkovce,Jednota;17560;Vlkovce;20.49917;49.04938
Vlkovce,ZŠ;17559;Vlkovce;20.50244;49.04877
Vojčice,NS;8628;Vojčice;21.699113;48.680199
Vojčice,NS;8628;Vojčice;21.699113;48.680199
Vojňany,Jednota;17592;Vojňany;20.439985164597;49.2489503671353
Vojňany,rázc.;17591;Vojňany;20.4236593490868;49.2577726276724
Voľa,,Jednota;1343;Voľa;21.850815;48.844052
Voľa,,Jednota;1343;Voľa;21.850853;48.843474
Vranov n.Topľou, OD Jednota;21017;Vranov n.Topľou;21.684809;48.888649
Vranov n.Topľou, OD Jednota;21017;Vranov n.Topľou;21.68481;48.888616
Vranov n.Topľou, odb.Lúčna ul.;16062;Vranov n.Topľou;21.698009;48.882434
Vranov n.Topľou, odb.Lúčna ul.;16062;Vranov n.Topľou;21.698009;48.882434
Vranov n.Topľou, Topex;16389;Vranov n.Topľou;21.672851;48.883893
Vranov n.Topľou, Topex;16389;Vranov n.Topľou;21.672871;48.88411
Vranov n.Topľou,AS;8891;Vranov n.Topľou;21.67465;48.89098
Vranov n.Topľou,AS;8891;Vranov n.Topľou;21.67465;48.89098
Vranov n.Topľou,Autoservis;19530;Vranov n.Topľou;21.67704;48.88568
Vranov n.Topľou,Autoservis;19530;Vranov n.Topľou;21.67704;48.88568
Vranov n.Topľou,Čemern.pošta;1316;Vranov n.Topľou;21.67189;48.88363
Vranov n.Topľou,Čemern.pošta;1316;Vranov n.Topľou;21.67189;48.88363
Vranov n.Topľou,Dlhá kopec;16063;Vranov n.Topľou;21.70681;48.87251
Vranov n.Topľou,Dlhá kopec;16063;Vranov n.Topľou;21.70681;48.87251
Vranov n.Topľou,hlavná pošta;16059;Vranov n.Topľou;21.68166;48.89107
Vranov n.Topľou,hlavná pošta;16059;Vranov n.Topľou;21.68166;48.89107
Vranov n.Topľou,OD Jednota;16057;Vranov n.Topľou;21.68463;48.88879
Vranov n.Topľou,OD Jednota;16057;Vranov n.Topľou;21.68463;48.88879
Vranov n.Topľou,Poliklinika;8892;Vranov n.Topľou;21.68947;48.88608
Vranov n.Topľou,Poliklinika;8892;Vranov n.Topľou;21.68947;48.88608
Vranov n.Topľou,Pórobetón;16061;Vranov n.Topľou;21.68919;48.88632
Vranov n.Topľou,Pórobetón;16061;Vranov n.Topľou;21.68919;48.88632
Vranov n.Topľou,Topex;16389;Vranov n.Topľou;21.70187;48.87013
Vranov n.Topľou,Topex;16389;Vranov n.Topľou;21.70187;48.87013
Vrbov,,OcÚ;1844;Vrbov;20.42446;49.08775
Vrbov,,OcÚ;1844;Vrbov;20.42543;49.08739
Vrbov,,rybník;8893;Vrbov;20.4279403686523;49.0815696716309
Vrbov,,rybník;8893;Vrbov;20.4279403686523;49.0815696716309
Vrbov,č.d.100;17564;Vrbov;20.4256;49.09008
Vrbov,OcÚ;1844;Vrbov;20.424428;49.08782
Vrbov,rybník;8893;Vrbov;20.42783;49.08176
Vrbov,ZŠ;17568;Vrbov;20.42194;49.08833
Výborná,MŠ;17582;Výborná;20.3979467769511;49.2340456795267
Výborná,MŠ;17582;Výborná;20.3979467769511;49.2340456795267
Výborná,MŠ;17582;Výborná;20.3979467769511;49.2340456795267
Vydrník,garáž SAD;18321;Vydrník;20.40811;49.0002
Vydrník,ObÚ;18322;Vydrník;20.40381;49.00087
Vydrník,žel.st.;18320;Vydrník;20.40945;48.99483
Východná,,Nahálka;1287;Východná;19.898657;49.061648
Východná,Nahálka;1287;Východná;19.892441;49.05938
Vysoká;21723;Vysoká;20.881861;49.12405
Vysoká;21723;Vysoká;20.881861;49.12405
Vysoké Mýto,aut.nádr.;19828;Vysoké Mýto;16.15627;49.95306
Vysoké Mýto,aut.nádr.;19828;Vysoké Mýto;16.15627;49.95306
Vysoké Tatry, Dolný Smokovec, motorest;22245;Vysoké Tatry;20.24612;49.12379
Vysoké Tatry,,Nová Polianka;8376;Vysoké Tatry;20.1508;49.11856
Vysoké Tatry,Dolný Smokovec,OLU TBC;17813;Vysoké Tatry;20.24018;49.1341
Vysoké Tatry,Dolný Smokovec,ZŠ P.lesom;18453;Vysoké Tatry;20.2475;49.12822
Vysoké Tatry,Horný Smokovec,rázc.;18397;Vysoké Tatry;20.23974;49.14235
Vysoké Tatry,Horný Smokovec,ubyt.Zdravie;17814;Vysoké Tatry;20.23842;49.13844
Vysoké Tatry,Horný Smokovec,žel.z.;18434;Vysoké Tatry;20.23368;49.13974
Vysoké Tatry,Kežmarské Žľaby;17666;Vysoké Tatry;20.30055;49.1941
Vysoké Tatry,Nová Polianka;8376;Vysoké Tatry;20.150764;49.118628
Vysoké Tatry,Nová Polianka;8376;Vysoké Tatry;20.150764;49.118628
Vysoké Tatry,Nový Smokovec,Sibír;8380;Vysoké Tatry;20.21048;49.13502
Vysoké Tatry,Starý Smokovec,aut.st.;8670;Vysoké Tatry;20.225343;49.140533
Vysoké Tatry,Starý Smokovec,aut.st.;8670;Vysoké Tatry;20.226111;49.140164
Vysoké Tatry,Štrbské Pleso,cen.park.;8702;Vysoké Tatry;20.062987;49.118366
Vysoké Tatry,Štrbské Pleso,cen.park.;8702;Vysoké Tatry;20.062987;49.118366
Vysoké Tatry,Tatr.Kotlina,Bel.jask.;9055;Vysoké Tatry;20.3181;49.22912
Vysoké Tatry,Tatr.Kotlina,Bel.jask.;9055;Vysoké Tatry;20.3181;49.22912
Vysoké Tatry,Tatr.Kotlina,Čarda;17652;Vysoké Tatry;20.32418;49.22498
Vysoké Tatry,Tatr.Kotlina,Čarda;17652;Vysoké Tatry;20.32418;49.22498
Vysoké Tatry,Tatr.Kotlina,St.Kotlina;17668;Vysoké Tatry;20.3231387024798;49.2306365797585
Vysoké Tatry,Tatr.Kotlina,St.Kotlina;17668;Vysoké Tatry;20.3231387024798;49.2306365797585
Vysoké Tatry,Tatr.Kotlina,Šarpanec;17651;Vysoké Tatry;20.3710126876831;49.2107849105038
Vysoké Tatry,Tatr.Kotlina,Šarpanec;17651;Vysoké Tatry;20.3710126876831;49.2107849105038
Vysoké Tatry,Tatr.Lesná;17587;Vysoké Tatry;20.25608;49.15029
Vysoké Tatry,Tatr.Lomnica,aut.st.;8733;Vysoké Tatry;20.281311;49.165948
Vysoké Tatry,Tatr.Lomnica,aut.st.;8733;Vysoké Tatry;20.27796;49.1652
Vysoké Tatry,Tatr.Lomnica,aut.st.;8733;Vysoké Tatry;20.27796;49.1652
Vysoké Tatry,Tatr.Lomnica,Biela Voda;17665;Vysoké Tatry;20.29267;49.18796
Vysoké Tatry,Tatr.Lomnica,Eurocamp;16447;Vysoké Tatry;20.31705;49.15193
Vysoké Tatry,Tatr.Lomnica,Tatranec;17585;Vysoké Tatry;20.31032;49.1585
Vysoké Tatry,Tatr.Lomnica,zot.1.mája;17586;Vysoké Tatry;20.29398;49.16299
Vysoké Tatry,Tatr.Matliare;17000;Vysoké Tatry;20.29392;49.17537
Vysoké Tatry,Tatr.Polianka;8734;Vysoké Tatry;20.187029;49.123115
Vysoké Tatry,Tatr.Polianka;8734;Vysoké Tatry;20.186039;49.122819
Vysoké Tatry,Tatr.Zruby;8988;Vysoké Tatry;20.1985;49.12992
Vysoké Tatry,Vyšné Hágy,LÚ;20561;Vysoké Tatry;20.12445;49.11844
